Totales Territoriales;Comunidades y Ciudades Autonomas;Ramas de actividad;periodo;Total
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;5.072.247
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;5.008.233
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;4.925.449
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;4.769.815
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;4.611.594
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;4.894.601
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;4.785.204
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;4.747.453
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;5.155.748
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;4.792.813
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;4.538.201
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;4.230.003
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;3.942.963
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;3.724.416
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;3.582.027
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;3.362.053
Total Nacional;15 Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;3.188.658
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);79.350.168
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);72.225.883
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;66.495.632
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;74.074.980
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;71.921.485
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;69.660.724
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;67.114.320
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;65.027.322
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;62.737.292
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;61.675.327
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;62.555.081
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;64.130.843
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;64.680.368
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;63.926.115
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;66.779.471
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;64.281.602
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;60.233.698
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;55.666.720
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;51.724.767
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;48.585.365
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;46.029.847
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;43.595.419
Total Nacional;16 País Vasco;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;40.789.981
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);18.289.034
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);15.970.120
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;14.176.298
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;15.911.335
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;15.727.346
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;15.175.751
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;14.619.844
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;14.485.796
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;14.145.215
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;13.762.816
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;14.223.861
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;14.926.992
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;14.724.134
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;14.497.892
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;16.436.379
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;15.886.772
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;15.105.624
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;14.127.357
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;13.368.322
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;12.800.228
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;12.433.654
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;12.181.285
Total Nacional;16 País Vasco;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;11.597.695
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);9.501.978
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);8.619.779
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;8.105.603
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;8.822.400
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;8.602.306
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;8.295.967
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;8.013.970
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;7.966.992
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;7.693.499
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;7.545.582
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;7.635.778
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;7.907.440
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;7.977.333
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;7.893.077
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;8.247.306
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;7.946.155
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;7.410.569
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;6.851.360
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;6.362.196
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;5.998.007
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;5.542.919
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;5.242.948
Total Nacional;17 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;4.900.954
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);2.246.244
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);1.987.268
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;1.881.181
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;2.041.910
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;2.001.543
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;2.026.978
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;2.057.397
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;2.013.450
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;1.932.712
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;1.941.099
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;1.981.744
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;2.058.258
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;1.963.712
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;1.913.602
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;2.019.391
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;1.918.271
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;1.801.604
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;1.686.870
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;1.586.892
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;1.503.954
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;1.408.329
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;1.374.233
Total Nacional;17 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;1.286.396
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);1.907.382
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);1.765.159
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;1.655.168
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;1.774.927
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;1.720.445
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;1.660.133
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;1.636.557
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;1.598.371
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;1.544.694
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;1.553.201
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;1.525.163
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;1.575.312
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;1.578.805
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;1.551.373
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;1.562.940
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;1.512.357
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;1.419.795
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;1.323.250
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;1.250.959
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;1.183.283
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;1.107.804
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;1.051.634
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;1.017.262
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);124.581
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);96.752
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;84.988
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;86.879
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;87.797
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;84.489
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;86.252
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;89.728
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;86.100
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;88.814
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;77.470
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;71.348
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;70.045
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;66.129
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;69.968
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;66.269
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;64.217
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;64.644
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;62.251
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;59.007
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;58.790
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;58.864
Total Nacional;18 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;59.986
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);1.756.761
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);1.616.543
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;1.514.009
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;1.625.086
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;1.577.931
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;1.520.137
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;1.506.146
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;1.462.234
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;1.404.314
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;1.390.904
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;1.369.756
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;1.417.774
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;1.415.709
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;1.396.649
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;1.403.440
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;1.354.257
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;1.289.507
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;1.203.682
